walletAddress,points to give usdb,points to give weth
0x75b8d04a477c7b41b5178dff3cc043fb8383d74c,12011.27441,0
0xf4cfd9df7f78d782610ce339e2fdf6e11072c36f,12006.13484,0
0x6a4d19bf9e47bfe2961e0989d7567d57d63554f5,11580.48913,0
0x22e726e6bd6e500cd5bc9e9e9f56ad3efe32e0c4,11501.02791,0
0x52e772912219f011ac4c897c298c83c94fd46c91,11480.07698,0
0x69f908472faf3ea17b4d4973a4e8b34ffc284b9e,10821.34354,0
0x4d30ab9a633853ab9b0d2eb73e05db489f729677,10702.82995,0
0xc6e9750ae9b6ec0c32604ace60c02d6b496c9804,10621.92468,0
0x4729412c64d8eb83dd27325dd200ce015e9ebec5,10620.42985,0
0x2951db7d5815b187a7501c2e4271945c1a6433de,10511.73883,0
0x8d3857391a4bfa406299bcfee4291adf4fdafc2f,10410.35589,0
0x8c990ee30006cbc4c3c0858814462f4e0a720754,10223.17212,0
0x11bf6cadea898415c515608b58d337941faab6ac,10175.78478,0
0x00ce0ed1656f8008b9d982342252e8067928e3bc,10163.89883,0
0xe468d6ad2cdf02b560b7b333b06507feee21e58d,10075.66506,0
0xfb1a727780c8b744f9207bdab029885e103822a7,9642.31919,0
0xdde791277f430474626c8959e96fd25c5ae7dca3,9575.868928,0
0x126d0ae5c9b606ce24c80a25d0cc4e6f466356b9,9390.245152,0
0xde4e964529f4676c23ef744a23ac1efd526d1983,9255.112694,0
0x40da82e69fe2fa5e47bc88f38118b1d2d89465dc,9199.714295,0
0x47d63878b0cd56754823b23666b8ec99800b088d,9097.108772,0
0xaf39408faa22d50d81402599e02edb7945de02ab,8992.787947,0
0xa9a7648c5cb119811f556797b51e3f907e929f78,8991.711422,0
0x75d91559d0be3f23c297ab35db01836f6cf0e953,8887.286528,0
0x1289f4f7f4d360fe5987486815ccfc1d73988cb7,8805.541907,0
0x74ebfe76bfe671528a4ce2e88529d43bd92a1626,8639.119983,0
0x87194c2c293dd2bad579efcbb5842c78fdb83042,8484.062371,0
0x11ff733783e63f040fc158d414ad45f5f2870d7a,8480.91748,0
0xf4ee2ddcce592318e108805e56bcc6b25a79137b,8433.089597,0
0xddc566de607e62c21325794540999cb79d29bf00,8431.788,0
0xddd0ccc47e59e283944edb387a05ed68d59b09fd,8360.590764,0
0x926bfc01c89b9f17bf9c46f7acc03b1a1830f739,8346.152653,0
0xaf3ab344cc5df9835b1a80aae8cf8933f366f251,8337.38373,0
0x41399f948128374602c9d06ecdbdc35572c37ca0,8148.588563,0
0x69654382c14f34631dabb83400fd95e735bcbc5d,8046.428939,0
0xe97f86bf223a95b38a3e493cf01028df248dbc73,8016.049138,0
0x9e8612e3cc423dc8b4993fcc40c0c262647b5b15,7983.365312,0
0xd298dbd40c2f26c8378f34b1d4f71a2a72a7ca77,7952.394531,0
0x4c7b81f06f6da58da2b9b15231ba36398d27928b,7900.527549,0
0x7540df1205c969158761fef89743161d2370af80,7867.322079,0
0xba8ae7595b3230e84085202bd3527d998f3e62c7,7799.457761,0
0xeefd0e08dcc921e45572d9813d3a269c8abbd034,7740.726722,0
0x46e5357da82f81fb1a95581d16f89e3c1e5a49da,7737.182694,0
0x9db8fb21b1ca4d8994203e4457571d6759e525ce,7513.300619,0
0x06e21f38b0e36e0d2cabc9208c3bffbc3504dc7a,7477.688413,0
0x922b1a4bb741cbbe4bb644c02b87129b56c155a2,7353.627315,0
0x41229a7c5cc34f8538a3e6b6e9c4c8a1b48c8980,7277.608023,0
0x811efb5a98a270fb27826f29a6f09aca46c573d6,7269.123483,0
0x5808aae5300a8796f66eb7ff5e9dd6c3c2604790,7263.854913,0
0xcc498cd588948fe04e2e90775b91545faaa59561,7185.13497,0
0xde4a68fd5674bc182104982ffcd7ad5dcf61b857,7139.023629,0
0xf57dd1762f044d60bc4e75b94a3d82c8a517206c,6956.2251,0
0x8d2a23c03adde975207ba3cbed5dba8af5dad187,6885.908296,0
0xb5311b189ea1ebddf12ae6f14322cd048ca00775,6825.937227,0
0xaa19dd3fc67ccbbba25ef76d1f8e72989e06f921,6788.104026,0
0x9e24f415df66b07e842bc925f6c0b204ed17853f,6786.60124,151900.2632
0xe479a9246362119e95814081f8ccd30aa439add9,6772.358832,0
0xc6ece6faa7f349b801ce8a6b22167f072147b7a6,6747.077234,0
0x351a4e10ab23891076c8e0df3034b91233aa2faf,6636.083549,0
0x2f676dba65d1c8cb32ff1eb58c16a7c5bb06f06a,6572.512873,0
0xaed3bb323be4338663df75f13a38a45765455e64,6559.219957,0
0xc04d6126943eeccec4668302a24903968caeadbc,6493.46486,50633.42107
0x47835fb86226786c813f103f16f3494fbefe64a0,6480.636775,0
0x3b30d44df9afffc07a51457e18410c4ca0f90896,6402.889013,0
0x28b4f08d1f1aa9bfe787447dcf75ff3fea1fd4d2,6282.67016,0
0xd2f479a79a85ade26ba9d034a2d651d0fd4ff8ab,6157.044754,0
0xc65ed32d8f68bec55365ae9bda57ba106915d433,6054.011763,0
0xe4272bca6da323391ae38bbcdc9c864345541597,6041.064746,0
0x5e0cbd322ded370532b07dd5ae154844215cb379,6009.756495,0
0xef64444ba0ec0e38ca4d78e0c7996c8ab0f7c031,5933.541438,0
0xa384da4a4d7764a0653e63b2d8956b28bbf8d009,5874.255429,0
0x5df73d985d2f7b211008b82f7d16194c978440bc,5806.659532,0
0xa406f4a106f9ecca01ebf7c6cf22628cbed8f1fb,5752.389743,101266.8421
0x1816c0e69e747883a90c10df5836419afcbf0464,5449.397105,0
0xe41a1d22ecf9c60ea6d056f56fae9a6a1e316d49,5442.785027,0
0x4d600bdfd4b75e953fafcd2a661c91060ef082e5,5413.142023,0
0x97e2c6eae6f140c56f7b0f2a252d362e3d1daf6d,5343.649287,0
0x0000024bc043e565527f26318f7bb5dbae457a36,5325.859842,0
0xf55591d4efb70de6331ea49ee0d1c945aceebed1,5279.492431,0
0xe35fbf2ede34d6cb2c25177723f9e529a14d7432,5219.272176,0
0xa3a6cf8858e4c441e1f5b1206b1fef3448e1901a,5190.201472,0
0xa9deedba572029155090de0eea714c14015c2043,5124.972728,0
0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,5083.775304,50633.42107
0x588137e7c1fce64a78e092611609b259bb524dae,4981.671621,810134.7371
0xf5381c5e1dcdbd8204c167c91d968008d4f438f3,4937.699731,0
0x98dee2f43682a89f1c8405adeaadd47ba2de20cf,4905.149383,0
0xaf37c9e6e03b3c76e9e490d018e9e0accf938227,4836.464378,0
0xb5792db4fd05276597ba4da61ff88b9a3f083105,4798.873092,0
0xe9504835ac8a68178aaffd3145fd7e4a48683d2a,4792.285758,405067.3685
0x0d2254a9b732484210776bcd303b938f0e814f87,4747.821251,0
0xea3747f18f643123cc765c6ca1d3fcd79a258f0b,4686.096114,0
0x58179fe0488e8224039ddd093f652b4605ed11d4,4598.477883,0
0xd8806fef016eb8ca19bf6af48b81e6e0dfea67b8,4520.157509,0
0x2f929d773a55df2a8b500e0610f40a95bee80b4a,4461.214051,0
0x35e8b11f43c74631c4ff26da5b9a6a09956d02cf,4429.597913,0
0x47d8ada92ac4a5f4d05abac7d9b1df5bcf562500,4388.811527,0
0x872263eb7cdc6a08f4821441b9f3392017f9d9ea,4378.930526,0
0x4159f5df51fab9b89335990fffaf1eb66008a4b1,4360.859641,0
0x35dbbecd845bd33e934b4049a9e252c1aba9b8df,4352.171614,0
0x2993e1d02b11377f44455aedc618c705acbb0591,4312.720437,0
0xa98972d02e723d83371e5ff1eac36c980cee0224,4278.473677,455700.7896
0xe97b47d88d7071ddc107ea7039ae388698da504d,4249.372219,0
0x06040158f9dd01fb6cc71ad99ec854c1a5a69ee9,4241.382001,0
0xa36dd7f6efdee88e76bedebc5067c12ce1cbf6d5,4229.064621,0
0x58c4f03a954e4cbb1b8e204a881a8e9a99d015dd,4213.467373,0
0xc6c3e4bbcdc719e7b5793a31a36937f729605c33,4184.604162,303800.5264
0x7ac8937b129bfc08e29e831b84ddabf8f0d73220,4167.267209,0
0xd32e8b09249a976a3df0ad752f0e8689079cc100,4157.943299,0
0x1d47a34e8f854cb6a5383fa516702b293cff69f6,4145.65108,0
0x35e4535b8fb48eb815429104d74b3792d0e730db,4040.379191,0
0x870037cf5bad86ec2559524a6496d30d16cd4cdb,3963.768084,0
0xeeae83d13ed72728dbc7aba271edf1e7ef45a7ba,3898.055117,0
0x9e58d18ec1ef06e8471abb7304c5fb9cf1d0b951,3893.114616,0
0x0001905eb0e97df81b0b4c7f0d9e6f1035e317ca,3860.631611,0
0x1dc184bd5581b4bdac3c27759ebaa53301d9f97a,3847.891763,0
0xc7302bf27009fee627cea27847d11533a3e12e08,3832.481349,0
0x009d99a34b1eda9300d3404c90b0145c7ade9057,3830.534939,0
0xc03fc0c2d2190890e6997db58bca1d6c4cc277e5,3763.014762,0
0xcc5b34901772d791069b069b5246222a62f7f16b,3695.494584,0
0x23d8a05de45caee8c926595a784ee7162956ef38,3691.111586,0
0x9dd92f5a06c0785f74b0a7534096bd87e01cf595,3654.029737,0
0x2375ac2e31bee26670719956c624851972164175,3625.616522,0
0x6431d912b9b12042494df2a7b1e901cd5f0da7d6,3603.660669,0
0x98d9302e4dd52d2ccb87e59e90e55e66b0c94542,3594.925467,0
0x7b503bfb7e8f9079434388126f60b3cd7b68320b,3575.275732,0
0xc6b2171c3345cb8c0030c49f584b9ef642ef2445,3569.887494,0
0xccd724b9af92a3a389150334556330efd3f59487,3527.293756,0
0x070930a328edd305afee345780334ab04ebd3eea,3463.783824,0
0xf4fc6a4924f293a41ab634d97f7ef4174279d427,3432.472464,0
0xef75d606fb8b08d1ee5800fd379843ca53464ce1,3276.858004,0
0x47d0c1073fec468cc458bacf8cddddaae0ba5381,3268.216197,0
0xd948f56dd873831688108aeecb865a4a2fd930eb,3262.377349,0
0x57d69ba8ee3be0d87eb1c5493d3b49a23c7df5dd,3248.816177,0
0x1d3a7c45e1ada41ba23f071867c369d000ddc4eb,3227.617062,0
0xc136cd9fe082d1f9fff697d464bced8983f4d554,3219.362701,0
0x7b09e2a1cb6a2fc1d301eee3a8afb8d368cb685b,3194.482039,0
0xc674e7d16e6e5defc599f250fca70c2f9b37ae34,3183.568913,0
0x587c2fa9802d26628b54e994b73b7d9a0b072408,3137.601491,0
0x8c97fad21ab65efecaee23ed9ad45708f046dae8,3098.800719,0
0x648cf383a4fe746a0e507fbb522e6ecbffc8ec25,3091.106656,0
0xe3f71265920f8824edc9b89e3cd934e5bdbe86dc,3087.725239,0
0x8c543b5122b9ed92fac709480e43c0ca2f00e9b9,3082.535089,0
0x7b7c9086452cdcc559dfded4aef7b82e6edff002,3066.404152,0
0x2fe68a80441644e499ba62e5d4b5b419ed1ae6c8,3016.999144,0
0x7ad35edc11f5b54984c7747a0554efc19cee02e5,3014.206178,0
0xa960f20e3c24520d771ae9eac1b8073c86806755,3000.266088,0
0x17e566d94b9e9471eaaa1fd48fed92666fe0e6c0,2986.033473,0
0xfb07f06aa9ab096f36c2a356e7835ad0ad03149f,2977.03418,0
0x75bbfc8279e880f44b82b02e1cb50d8fe69a93af,2970.887803,0
0x11d6af24c168a9a131747b50cf478832e258656a,2958.020371,0
0x872ca22cf5673f362f573b1bf9f515e73c399492,2942.849498,0
0xaa0cd688df3bb2e501165cff07c9dce683de0b88,2941.244799,0
0xc131652a44e3c3df770cc608fcb9c504e29a3ccf,2916.542295,0
0x1d6de43d7c8cee7b25af5aeb1a5c813df9cf0227,2906.959706,0
0x4cb01b6672bc750821af952ec5a2447fc90195b1,2905.01688,0
0xa40e6fe014fe37a07d2ed9bb215fe9b0542fd0dc,2862.513498,0
0x231809287b6767c9dd50bd0b1b5095c1a954cf6c,2860.298733,0
0xcca0280916bb0cadcf4a9a61e9f97100c3740e51,2817.732279,0
0x5de4246bcdeaff8147b2c844a8bf274bef0864c2,2817.497289,0
0x52f7fc9fce552ad72dac559c543586f29bf7a0c4,2812.341021,0
0x1d52a12543a3998f1f694c693b0d379a2fc34eeb,2799.617109,0
0x1d47f089cfd1908bc71707f210bc5da82e266c91,2780.45049,0
0x7bbc6f3cdccfcf03cb062856e751b8950dad812b,2770.188939,0
0x98db7c35433c3ca3813eb87d3964cb26c0a5668b,2729.228862,0
0x3b01e6d1f27d0ca483200e0cab3cb53fcbe6c42a,2710.769639,0
0x697c7656629f6f73f8774350aee43e1b5083e000,2708.77503,0
0x8105a4f9498cc23df8855a2be40e1f53332e99bb,2681.628953,0
0x87566e3d46ff1a571e9ca1f7d905f145123e5334,2664.576755,0
0x87601e05f2a228e5e21159b9e62dcf7c8b08c714,2664.003854,0
0xcd63187b9a4aead11dee91a595607cbc1aa29afe,2660.181176,0
0xa3ab69fd12022df0dfa68df5196c6a324364714d,2647.869561,0
0xe9c208e0887b94b8c81cbd7f3e5e10cf862d5360,2635.25554,0
0x8d0dcdf6a1c7729659761acfc85ec7db6c3ae814,2615.437214,0
0x411ed5fbc0be25c5c03945ac4a29585cd91153b3,2608.584413,0
0x070f6c334e60a484c42f8eff18b54d43bbae790f,2607.377639,0
0xcc4ba2fc6ba57f6286e0310bc2d371c686f423a7,2597.056577,0
0x11a67143459409972f76b4e6e9ca5d13570b88de,2577.142689,0
0x4c9feed488f5531245a35940507b6132301322f0,2569.060406,0
0x3b1448c877ea9d86e4f327698878734d6f934801,2552.59207,0
0x3b683a6f24251bd08d177e7b206b01f3daff4841,2511.652681,0
0x8c8080afc1dd13c44af611cda0792d72b8668cc1,2509.774397,0
0x23428be12b15d936e918be74527002de6c49930b,2498.193033,0
0x98c1960860768daac387e5cf6db725ae50545283,2480.131392,607601.0528
0x4cbca2254dda091c0012cd7ab269094aad2619d5,2473.544058,0
0x5299b01d8d5be50be1b3136a547a4d6abf16d51b,2470.250391,0
0x52542ffc9120723ac5bd1e7b6b2da9b066621ae3,2442.458386,0
0x9249ce6e4dadb84cfd705e5d9f43613d3d645a66,2431.782651,0
0xea143346bd8eca087d33ee68c104ee7e36928b65,2415.99856,0
0x00b45f61adff070aaeb1765cc831fed9cb261bc8,2406.988558,0
0x930154f0c6e2afbeff75728deb3ac1c352b01cb3,2404.229417,0
0x1253bc089e5ad52c4d2263c2ef51b552644d5517,2400.23825,0
0x234f6182322fa50c2ddeef245f060b9965651b2c,2386.261877,0
0xcd733fea07b1b68a63b6ffa84ce0d12a94f0bc22,2385.226512,0
0xb474429290fbbcc734f4a448fb625cf526283b29,2379.674543,0
0x1cf91973b6a794d7d10012d2e4eda959b097e534,2371.440375,0
0xef3fd131aec98eebb7c9547b7e3d009232dc10b5,2356.618873,0
0xe35be51c731ec3fbab08917298a8aafa808f575d,2351.678372,0
0x87a6b68204d5e6edee3a9d191f09d201852b0ea3,2340.23451,0
0x00539acb7ebc63e3429b20efd42349d6d22cb03e,2297.332863,0
0x9809d680a4e52185646ee25af0010c05babca406,2290.745529,0
0x9e4a5257b7b6501cbd978361bac583c529b6dcff,2290.745529,0
0x003c5e1224bff4ca858f2a120dbdac16f92f2da9,2287.451862,0
0x2913a3efc0f4b7585c51bd40b8f1e430d40ec820,2287.451862,0
0xd2a5d3a82a07be6f6e942bfd47eb212207433327,2280.864527,0
0x292bd8ac31f1e0647982394d953fd0e56af0cd6b,2267.689859,0
0xde5dc6a34b8da5bc6414dcc983a6e7ecc47455a9,2249.574689,0
0x7b0af9ecb6af287aa700843e0d6fe362fa20f6d6,2238.046854,0
0xde6d00e951bad69fc71cf84bbeec28dcaafd72a8,2234.753187,0
0x1cfdb7577b759025002b0ea65161d6502b607b2a,2229.812686,0
0xa442d819453bc18b4c92d14755a08adf48f52fc6,2226.519019,0
0x585f211675395d3db21556872e61757232bec814,2224.59423,0
0xc73dc1fd8cb6c5cbac8cd8ddd6c42e999d837d3e,2221.578518,0
0x29895086992bf77a12227daeb4658bea835a9268,2195.229181,0
0xcd1bf3219e3bd1ea3006f66d86fbfed1ca1db4da,2191.212581,0
0x28e3c7d7e4a63a405487c05f64fc56630bb54050,2190.28868,0
0x1dbd7f60b6f331283703c5aff5918c94e36c84e9,2188.641846,0
0xefa6c2f949f8864464224ea79efc815e5b757b17,2185.348179,0
0xc111e5a3afdfe6c65bda1a379c983fc23ba42f3b,2183.701345,0
0xa41324468651cd3bf2a6d9a3dc114c0299ac846d,2172.17351,0
0x98b91b6f5d034318ebc3c9c4ea9b0ebfd7635f6f,2168.879843,0
