addr,gold
0x8b97066ffe92e889bd53d4dce2b13461b8ea7ea2,0.059197
0x11103582febca120aa72e0be554feab3f5399d5f,0.059162
0x853054857d755c6d1605e003c8495be0407476ab,0.059148
0x986dd0602f91a0aa40069eb9dd46d3c95ca2dd02,0.059113
0xe90f5aeffcf1fed5b7ab8c8ddbd0b2a222a0a21d,0.059099
0xbd0f43868181d1c399fc7405fbc46725b2f7ab17,0.058922
0xa1d107930f1a27a8223fd1e7b9f5d7553c19c08f,0.058747
0xef44079ef6e1a284b3751aff8392c292fbddf9a3,0.058718
0x5386a02d131566ff5a315defa84f73d5003ea32a,0.058343
0xa9e7cf8979e432ce235830beb0447feb683591eb,0.058311
0x56f7322f53a3b38bc0371924a98464c0126b862d,0.058254
0x8408a05c117c98fcdf649f59960d44f4f97b52fb,0.058218
0x26e1b7db11eebdcd68f87b0b37f7328b87157cb0,0.058217
0xbe31476fdf0a1b33b0e13e4228bca5c256161b2f,0.058217
0xaf210edd3851e0213ba68c0742a4935a792595f1,0.058217
0x524b709d2b51b50c21469bf1f3cf65015f864e07,0.058217
0xf67327c58ef9a27d53aae8ce6a475b15d9c8f284,0.058217
0x70007ee028384c4609c1d9c0e145db41cfd69b6d,0.058217
0xc7e0c8cbc682e5ab974a6c7c6085c59813010fdb,0.058217
0x8b3c1a12eeae7ae93806a44fed94620a505903e3,0.058217
0x8e47c0726d1ab6bcded6f4037f694ae2ae3b5003,0.058217
0xf8674348e87b5d666fff08ca789d146ef8960fe7,0.058217
0xd91b09e134aef316742ee56817514ac896dd9b92,0.058217
0x4a7b6032aacabaa953e0ce9c4753321a635a1193,0.058217
0xd515cbd2249bc4861769940e3f31f12611392280,0.058217
0x484e8c8ea64b8e20a2f5c15386dd5a90cb67aaa8,0.058088
0x50eb392f74b1cd7ca5e53557bd73370e18427ba9,0.057682
0x31d3d1ad20a957421235ba6f86c9a13ede6320ce,0.057669
0x90a7fbb9c0f6fd1697038890b4f868884b6ec1ad,0.057550
0xc0d1ecaefb81f649bf14b8d5bace11f39755c868,0.057519
0x76fa5876ecef7cecfbe8f94566a1e7252c20bf39,0.057415
0xb0264dc8e02d2bfe8db303f130aa0c9233ccdbf9,0.057386
0x51f58d4ea357e6e024fa23febdd8e5b2042ddf6f,0.057335
0xa689e43a418e26cdf7b497ee819075f69b2aae00,0.057226
0x3ec3c741dc3166ad3a0d1a5a41684caed84fc9b7,0.056901
0xc9f69b00ab541eada632e1da19b71f0bf82578b2,0.056896
0x2eb38601fb19497558c4a9aacf48035d228f90b0,0.056856
0xa83bc28cb8a3b285fbd68721d0066d7d5c1af943,0.056759
0x2ce96d4a00e9e72590ff9ceb4aec6c5e409f4025,0.056728
0xa50ef57cc37c0ab890c561f5f9501397d3e398ee,0.056707
0x13fc937535f1576975aab8454e09113bad24cbff,0.056639
0x65e860f82b9ec3a5f116db567a6a4becabf53d05,0.056593
0xc1109cace4a056b7f09f86dd62e80179c2b9117b,0.056568
0x8bed28f5d90eda6f986fcd9df30413ad1e5158ee,0.055965
0x1ccfc6c1c52758e0c02b5047cf90b298e3c8d5dd,0.055938
0xabe9ac63a4122b103638f753e7d0c2b1b47991fe,0.055937
0x1daa630b81feaf23e67b50c6d1e26ecf41cfb50c,0.055840
0x2c84659c75c89d85d46729457d1bc98508a34aa8,0.055836
0xb8f9d955a8eb79e5284451c0f653245c3addec16,0.055828
0xcda6a1d9e782398db5401d8b90cbc951a636cad6,0.055801
0xbfe30abdec1c649ac8b7fc4b79d7c844722430d8,0.055732
0xc0e55f96c88cedbf5944ccb68383b8ab4cdd56d3,0.055635
0x47db547478a00d53cb0d0342fe14a20bc3ac0437,0.055306
0x68a8fb23e6fe18d29da22929c75be33e43bd81b3,0.055306
0x285dbd1ee9ef8c3ecfd43cfc769da805154db14f,0.055306
0x958da093944dd2e47f23b4395d66181d3246eccf,0.055056
0xa5ebe5d1871cc87480b23126fac13d7161a5c1d9,0.054735
0xea0cab5c008e6b2ec0861e1da29d6b82d788e317,0.054326
0x38f92c40a089adbc72b3509d93a33a6fee9062b7,0.054217
0xf28b709d3d3354f38aa65ba8d0254687ddd30c78,0.054099
0x2fe0be2dac8d8aaf14e944131837e6364f74914c,0.053983
0x79ba7af2337b771e3dbbe5e21fe8f5ef90c3b476,0.053861
0xba7d7392721641540007b29c7cfb65ff5b4b4c44,0.053851
0x60f27f93c147b0605ce8fa7c20c25df268c0898a,0.053825
0xdfb34114abdb32d105a4551117a151c4fdf89a33,0.053697
0x8b382539b6b006c264cd25ec6e950b6d178a4cce,0.053659
0x841856537e1256b6caa71b8ad7cf8852d4e4d3e5,0.053650
0xd5de9b50f0219f961fe41ee71892a91b56b82663,0.053473
0xea33fa70a456717093050b09d8b1efdf65bd4c50,0.053394
0x5f37d9a225aa57ae9ca174e475229bcf88575e8d,0.053116
0x56ea0a3783534dc5091e41c05d0cb14594c67de9,0.052943
0xeeb86d71b1cd29520299a2b46197a43d9db2c74a,0.052925
0x23db013d1f68ada4985630fef4df92050c6b9cc2,0.052925
0x53b015573630d248a32b11b21e5443efb92d9cfb,0.052925
0x8f601a389ccaa37812cd100c320723186976b309,0.052925
0x66913c9e78f260768c60ed3e44e4260dfd2156cc,0.052925
0x65935afeb295db0a870c2b46389baa222a2ac116,0.052925
0x3cc892abbeed0710da4a7e3ce36f6362be86a66a,0.052925
0xdb2ded5fa18d1283e194e0963cb210638cfd2aac,0.052925
0xaf9be60b6c94d66e72b6b01f6ecc77a14987950c,0.052925
0x67d5e993f849527206ca1083144b348d4439c26a,0.052925
0x07b8b1b80686b925f6e4a290e9d7ed6a9bb22445,0.052925
0xa3ef5fb0385e21361dfaea8794c9b554a4be5fae,0.052925
0x9700bb86c20ab734a46ddfbd6d60f0008bcc8896,0.052925
0xa7cb0c1b88f50dc375340d1de95422666976dce5,0.052925
0x83da86faa96c7c1666fa0585830f2feb1ba8dba1,0.052875
0x4c503094dd7355e3bd9e1b9f2841e3d49b8f456c,0.052737
0x059edd3633e2280cb193fa5cf3e25ea319486db7,0.052613
0x057eaddc36808348c1a5cd3aaf58fdb57c857cd1,0.052608
0x88a95836c3235a6dfdf320738c8c0ca208b4d61e,0.052587
0xef0c7668af2e04bc8cb8dfa321e5f9159f4bafe4,0.052428
0x0dba48d0451907ca700e764516139e02c7d53653,0.052406
0xfdce5951f9c4a64c397ed3ba8ed6408e10df2b8c,0.052398
0x0ee951bc9d1b10afbf073bf246cce7d14346f652,0.052396
0xc7de409c439f42f1c4bf4fe6d392c0f1dc3be214,0.052396
0x1ae79db8d75f7aedb1a98275ec73554f9ddd0728,0.052396
0x65f34a36708e6d586b14d64130f7928329665977,0.051927
0x0f6e98a756a40dd050dc78959f45559f98d3289d,0.051679
0xa5f7a90bad45094aa676f81d580d8b93284e8506,0.051337
0x61199872620e8103841225168923dc1b9f46658c,0.051198
0xbc901b8c47f51e6e33f341de53d425973df38ea8,0.051140
0xadda005625ec79b2c8e3675dcd78faf5ce7dd992,0.051060
0x5775f4a21bbeacd01a08de854096982acd42860c,0.050864
0xce19dcc5dcf6a92490b7cf0aa8265f9e001bf073,0.050676
0xebb43c7ba2383a5581a2fd0458fcdbc6ccebad10,0.050596
0x9a210ffe416d67c35db1ac2894dc77ec5d12186b,0.050325
0x0d960fd424bfca767de955243c39aa9001ac3134,0.050181
0x74431ba1913dd7b8c0d7329ca62ff63b3358cb27,0.050081
0x4bd900f29b1aa6b4742ca43086eb7d8d9ce6d47d,0.049971
0x037922317eed2a5272ffa76595e933a07526493a,0.049839
0xce52f81f72e8b3f3647fe7b787b4d342bd9ec53d,0.049745
0x57bf1c62bbf4ec885a65617349138a06fb72b2e8,0.049444
0xf9667d4da18adb39c342016a10a451a474269623,0.049433
0x0ad8b94e2bfee8043f2cf81f55475d0a6059cb7c,0.049420
0x035a1c7ce5bd6c018e375a6cde3cc77741f8eaf0,0.049326
0xb75e34c02bdeeb29fd9826e8e6b887cddc4cab8e,0.049150
0xdc1e373b1e95171f0902c0ab1b2ec6e97fef5bb1,0.048804
0x44e84b5e52d12aa97647da5b78034e549a8a8ffd,0.048514
0x10c97aecc7d4c141076cd67704509d6277b5c23b,0.048514
0x32ab7b482856d5e9fda9d1f893655ebe8f9c4089,0.048514
0xc23f78c43b810f3a29168d5652c34f387d44dda3,0.048420
0xe69ac0194b98ca14cb234e9337e4d74217410013,0.048253
0xad7f321730941bc096f91066eee4295b4ced8fc9,0.048217
0x99a7f81fac9ffdf0f45cb217af165182742f5dae,0.048188
0x009787006bc217b7e37a1f28d65e6227a494213d,0.048162
0x08cf7a84fe8bba7c348fbe4d565c7cd65ecf6fe7,0.047897
0xa0e82a2f767575b0f52c07731d381a496f10c10d,0.047818
0xf183a8fe67908f1d93604daeee7d26fd014650cf,0.047517
0x75c5f947f95dbe41b01bd79c43f79d43cae72f85,0.047191
0x35b7a24e3bdfa4c8e87c640d819a884b2fd92c33,0.047080
0x198f72966fd41cacd564c71bfe43af8d80db8b24,0.046927
0x99fde3af7d939aafd195198c4f478367bcc6941b,0.046887
0xc0bda21e43de81ecdf525f04b20d6dcd09c1235a,0.046835
0x5c213bd6d5b4aaee29deec33b65c57a5ba85fe41,0.046750
0xc79c4d42ede2961f95a2157fbddd9d9221ce735e,0.046574
0x51ca93591e160d75855b31f7c90f98aea1f5cc84,0.046574
0x48b63725b0111c1bd9f36d777fe5cd5c3a3e9454,0.046494
0x9db8fb21b1ca4d8994203e4457571d6759e525ce,0.046011
0x6d3fd0adcc6402f9a923244748901e028f0f3c54,0.045960
0x67fbfca4720747b7a826afefaa572aaf59a06b47,0.045891
0x75f3b20555b3d7dd9ce76f8a2d97e8a934a8f091,0.045555
0xd47248d5cc7bd078d111b9bae350587621a5aab6,0.045547
0x582548f94372ca54894012e41f34972370368b84,0.045514
0x8a405b930ed8c1657beb61d2cb1aa212e59e3a81,0.045459
0xc026fba2da5f97dffcb474e6d490458dae5af0ee,0.045448
0x2a26d0f54987989e0609bbd1e4c1cf4c9aa5933f,0.045409
0xeb92f1ada1b3e9e032cdd985d0a1d1fc2abfaf8d,0.045376
0x3860938314a8783d27f5bf42ada92d20d2666046,0.045260
0x8ce33344ea6ebda3e6850f6f702e7f2a180cbc8c,0.045089
0xcea93baee3e532163b303756aa295d11304d22cf,0.045011
0x4df69b260228af22832e373d3dd00af09ebeca7e,0.045005
0xd1543ae2cc815b510d64a404ec58b3d4179cb2b5,0.044986
0x6629470207436fb96bb35f82a6b27ede53e35073,0.044977
0x201930f7b5a5fa20496fe90411f7babef35e94dc,0.044739
0xb2c466b176492eca88b68f4f8923361c398abf49,0.044507
0xa9fc76b80d4746997e90b2b01964ea090c5dc917,0.044445
0xebad87879511011e31500f2f301355dab23b79be,0.044401
0x1998f627ad0f5904165b1796c4b111492365dad2,0.044356
0x26ca32b540bdb8080a514f82705c9e9ab53a5207,0.044322
0xfe8cba7eca1d2d43fd4290e4c33afbd41675ac99,0.044280
0x5ad2135d33de0febaf18a9bf68b4a1d74bf7a10c,0.044230
0x7540dcaf0a5e3ab1470f85222fb69b405dd22041,0.044198
0x72abd4f0a19ebaa50b486087ab37d46102430e0d,0.044192
0x4dd3e15e9fb3c69e00c4c6dd0ed1d7952c1df9c7,0.044143
0xd7fad448d984b1081dd60e2114bc26fc7e218145,0.044124
0xac9d156a248c20a36fca837f75cef8de2d70c96c,0.044104
0xae699e2c6e4ac9e4d486a5777f4f4ad0b69c9602,0.044104
0xcec07ecd42a3919649c0fc94a771723ed4255556,0.044104
0xe50b48bb2ed029beb3e13bfda90135759a251cf6,0.044104
0x320d24bea15b5a72839d608dfc95ed85c9d8afc0,0.044104
0x9bd6a4c27d4e2d9d2af86455f2336437be854004,0.044104
0xfdb796c1c16511e42c0573230604abbac6a88c82,0.044104
0xe4b551b5e40d2dbaea7f39f1ca3ff2fd41e70eab,0.044104
0x876ef6b0bb42c9f28e71b0b2ba4e291eb9ccbad5,0.044104
0x451248229712d6f207ff9466d8d3a33cb59d103c,0.044104
0x8ab68841c60b956687c8e07765657d848f083a1f,0.044104
0x103fde5f8e6938bea83e92606c4e3060f1a28724,0.044104
0x930fa94c14166ea565f3a2a2baf789134863513c,0.044104
0x20f2c7b31a05f318888119784cc7d193c03ebda8,0.044104
0xec0c1080908e5caf28e23ca8a46233ec9bc01419,0.044104
0x6891dc20054613255782f61b6f8a1e2fe283f2fb,0.044104
0x635b802f72aecae597aa42bd6967d397481b2ef7,0.044104
0xbcbcf28f2f1488e217facfa0f06b574e2b909e72,0.044104
0x275850108f8be0bcee0cfeae9944b9dad31ca426,0.044104
0x8334625170c2d848b3af291e2350d5dd6c1d5ea8,0.044104
0xc329c67338a17741fe1f69982f97430271ea78c8,0.044104
0xddc431af4da6c95fe32e89d218c3a28d4dee15ec,0.044104
0x9c12de3434b98e79b34087f822b63a5524be4818,0.043958
0xa57fd6c106a8c401c558a593ab512e3876c3a8f9,0.043932
0x39ea25c016a3e90e8e72dbbe215a1ab62429f66f,0.043777
0xcc968c49b1865c414972d57008742e7b87990075,0.043775
0xb2e386b3fafb2f1eead811db60a62142a6201950,0.043692
0x66be65f8b41566fdb37abd40bd142c83154c9811,0.043663
0xd63b1644889fe3668d4489704743462b7dd48cab,0.043663
0x4b273260e8a12af14ed300fff77e362fee882a87,0.043663
0x59f655cebfaf3407f96823bc82e414e711348bd1,0.043663
0x5ab8e8a5ac6ee75bdf3ae1e9bb5e354232768053,0.043663
0x4e2cc19317d23680aafe52189491d12f890c3c02,0.043663
0x942c135d51b0bb9e5c2c293cec38a28259856157,0.043663
0x5dd64795372d1540d2d2dbe876c793b464e7ae9f,0.043433
0x965ede2cfc1d42c29980f5b660141773c0cda7e0,0.043247
0x8dcb9137b31e1e532b659456dda955cddb97e823,0.043241
0xc4ecc4c4b3e0e384ccb7a8a4b2f8cebf519f27c2,0.043222
0x45f3fc38441b1aa7b60f8aad8954582b17c9503c,0.042961
0x1e2519416dd4a853898fc887e5de19ea93b20ea4,0.042939
0x22031a5e341a217f58e6f061f03155370ccf1684,0.042905
0x03943ad90971522249ef6ef5088515627362fa84,0.042898
0x400c00edce96810f57eef4afe6cfbf3ea003ef60,0.042806
0xce95185e6bfdc2d61c2f48cc0283bfc70d69bc01,0.042707
0x13bc9c1e83c73efc28697576458e067f48d788fe,0.042694
0x461ae3bb13090d9f300847b17892f178c942b31d,0.042694
0x26887efe6f5066824bc40a3311af5a1e4f80cdfe,0.042693
0xd3b8a1bc5a0a45c9c03b65a9ea3787512a7d736b,0.042602
0x1f0605300c32e86f5030c629753348e3738b2e63,0.042468
0x074161c04bb6bcc8c84ab6280c8e02b3a6e4e8cc,0.042460
0xe6129de8f3f2001062495aea4b685dded6ff0e4c,0.042428
0x3da195fe51025f9613b92ad6e3d96102c7f1471c,0.042427
0xe08abbe90c17c55addd1e6676978350f98acd84f,0.042415
0xdb60da1d5c715b18946f5f80e13a6135c5b9d7b6,0.042411
0xf599b8755655a42892ae10367ad646c237746e43,0.042291
0x2be83e0bea4a581bf4e7f2beff4e65ed54c59fd3,0.042107
0xc814b982c867358fa58e0c8357d2819075d11296,0.041933
0xccc4e8ad313df8150211b1b934725345924ab81d,0.041899
0xa6473cce13f11614745e6bf9cad704646616a9b8,0.041880
0x933984a22f4eec43dda11b2a4c6ed9ac33166031,0.041580
0x2312787e9aad849d055348843a5feaa6de8b179a,0.041546
0x6e43c87f10dc8279a4eef2b3237f232b59e390c0,0.041428
0xc94268b4183a6469946fd11729f49d3df056ff16,0.041324
0x32ce9adc3bab34a088ef9c8fc8bc6145e6ac5b3e,0.041298
0x39a9ebc72fa4dc271b308fcbf1c1b185d5d9586a,0.041281
0xacd9a5929f5fe716af19de85f282464a298f1771,0.041281
0xf2368ac64710499e9eae6ba6f965f23d154d6fae,0.041260
0x5c169ab192cc17336e10971af77ac161a5f8cbec,0.041117
0x1b859313ae0fcf5c03c7b2b87ffedfb4a131e6c3,0.041075
0xb87ef9cd4fd3b8b7d983dff13c52051e3349ad10,0.040889
0x1930182d7ee6c9889ab264007b382fd4a28a8d3f,0.040842
0x50ea9f07cfbb6ff2a479e36c70e585306b693394,0.040829
0x70d8dd9492aceb067e805775a434879e7eec3046,0.040752
0x739168a9052d43314b508267b765945fc59ad974,0.040752
0x6f4eaa91bb8f942d66f99e86f59657c86b4f1d65,0.040752
0xd630688cf41aaeff388d9424bd7da282f05f73e7,0.040682
0x27b80a31f151ba0cc3eb259257068d9b89c2ea5d,0.040680
0x93097e6f4ce472e70bc2831c7682ecbe7f078ed5,0.040611
0xa9b91968a83f135e9c5eb7b4ffa87a9d3a1b7a49,0.040576
0x193c78266a520366aa8b32f3c47551e556529b15,0.040547
0x319c9f308e5b8069b4cdaa6f6d64df9e56780bbc,0.040524
0x9ece6de8aa2b28cc46224a2063b7c37833daa518,0.040515
0x84da86d8270e04978017056df0931c25c1275508,0.040488
0x0147bb98834bae6c1b8c72b0370b336430daa899,0.040135
0x761ca7fed10a568fea59a4abe5ba0d41bd22f60f,0.040114
0xead03635063ce15b2c4f8b21edb8550bef742d9e,0.040101
0xc5ebbc325f9c5520f703c5d6ca36361d4bea5ab8,0.040099
0xf77a75616ff4aa16c890fabb4ab725a732d7e2b7,0.039949
0x540b1e0d69244057cd0da2af4bca87da87a824be,0.039879
0xee83f7aca23265c88df09dc8b5dd58c286b9c0e8,0.039879
0xaee7f5b4ee3a6a10d83efefd6364d467cfcf57a7,0.039818
0x2528b751c4e760bddca34c3f8b2899522309d656,0.039807
0x070a5bdca680efc6d0e2feb0608b7da869d148ad,0.039794
0x23af02e4b268a2502496f3425246d59e0962e583,0.039724
0xb331e2b3fffa6f3cd408c0ce1b5446bc01b7b06d,0.039694
0xed420f5f00186fa868aff815f9f5725be1cadc6d,0.039694
0x6eacd4ef40efb3663a42916149ee038b3308cdf5,0.039694
0x83b986a9f984377ebfb9f588745ca66e691e1b1f,0.039694
0xe1ac8aa6f7e27cccba373deeacba012a28818c52,0.039638
0xfab7e53b49487c5d325796b36c479d941e65038c,0.039297
0x49af15499ba2e554d791422a4ffa0980817363e8,0.039190
0xa621ba7ef38cf89e601429eaca36c9bcc8810e5f,0.039104
0x3bc3b196382ac948d213d9cb0f1ad37e11ee2495,0.038884
0xdca9c9b726646e3df77b3f9f25a129c671752ee5,0.038834
0xfb179aa8dfefe7f85fae0b1999203dc9d9730ed1,0.038729
0x9d6901f6332529feef08e5e774aef39f27a4cf88,0.038683
0xbf13811fa607e91e49978d2eea7f32152c056752,0.038649
0x8a9f5998368f8229378fce88d67958a8d1e45b7d,0.038485
0x3dc52d882cebc9e0f7102ca946054d55b203c543,0.038452
0x369257a2f895b9f98a581db77692145ed30c6975,0.038028
0xf69c4bd64799e7e21829f15be99adee089a8d1c9,0.037999
0xd9cf6912c1ae6626f83f28d2549fd35c04ebc8be,0.037929
0xbca25ece3e357d4609219a336ab356e1ce765fe1,0.037912
0x0930b06d30a30c395d1d128f970db1e3ea83308f,0.037841
0xab39da33b57fede6032cfc24e3a8c8400198c83c,0.037841
0x6efef23d9e8e4fbde7ed89b3494b61a1a0b23f13,0.037841
0xe5faf232eeb7d1bd2a791757b8c13f99acf6759b,0.037508
0x161b1d3ab6cfd2b9f42ec758fd5a9cebd0808952,0.037406
0x39b946e35b3dc215455cc95b446edd8368928d10,0.037259
0x2f68e3186ae1249804ccdd8ea9ba5fc46b699a63,0.037203
0x297d9e3d791556b35a91450719397e3cd2cf95e2,0.037047
0xe6e365b1a0422d46377e9c3a9d28eb6fe7427dad,0.037047
0x3e549f2ad934e13e12e6945d84a8d22ac0e84d99,0.036964
0x4ab8fb018f3090e2a89561f81d3dc21b0958f422,0.036881
0xacbfcc4681238c707207e640b9b6f7d2ada50170,0.036626
0xd1e627bb2841b61a5ded2f8baa836e57fc4c5aeb,0.036577
0x732fe3ab8ae95870bd3be52703e162d7f8d0239b,0.036444
0x2fd583d9a8d6598a2746cf7259af337dbd3c11b9,0.036444
0x6cc1862ac29cb9503ed6d8b5f17ca08e35659503,0.036386
0xc69fd6d287bfe87956f5bd9cd62f51144a00b9f1,0.036386
0x5785523d831e155e38e5b94512e62e594e30d97a,0.036355
0x3017672db335a03d5422020d530001472e6165a4,0.036317
0x3273c7a1993774432df8666d43d48d3e8fca435a,0.036315
0x440fe4e2a6ec8cfcddaf1c726b63304c4c775e33,0.036265
0xcf29eaf9519e5f6397901a41fa0765794970681b,0.036245
0xf641145f264329a3c44e0606656dcabcfcdbee03,0.036241
0x6390ed3a6ee4066a87268ea725b263a32e545e49,0.036215
0x99c6a95dc2b6c6f3a9789c4db3866175a776daf3,0.036112
0x8d3960de40456fb9fb350e58090d91b180b414a6,0.036095
0x64d431bc8cdad41f2796d14a4cb1ac871d8148bf,0.036053
0x5bbc29f3799b1bed87f2676683e85ccd7513d792,0.035868
0x11cdd3efea66b2daa138923b4c8cb5677e606050,0.035846
0x43a05149917aec6480062015cfe0c0775e568a35,0.035846
0xbdf7b90fcd8116be6425c324a4524443d5e0b0a9,0.035805
0xba004fcb772468272e6f3d06a839683d18bfa9b1,0.035797
0xebce6701e899cdaa139eb4c1b2c5519ecca3e81e,0.035689
0x34cd1c66bdce228207915bf022c79734f0f7ab4e,0.035644
0x838bc9d0ff9fd91dcab57316fff2d57776e61c27,0.035526
0x99121aded1d9267a6346d4ab12b7ff9c6abe8b82,0.035460
0x82dec0b738d15b8f3477e944c91213048a722853,0.035444
0x407990228582f7a56fdc368da5e8931f4395a051,0.035440
0xba154ecd6dcd46a84c86d07a627ef6bdf450e3a6,0.035371
0x72498c4de269f594651672fe3a62cc2d21ff6405,0.035341
0x0cc0fdfa2a9edfc89087e405a4d4b6120ea686fb,0.035322
0xd443437880957010d574025c80f113c002595f8c,0.035285
0x68929570ee8a4da4fc7634340d0d92585b2aa313,0.035284
0x23570987d159285aa8ec8b3455d2f3493ec622bf,0.035283
0xed18f18831e9d35df2952c4f157ec9acfad6a10b,0.035283
0x15ab941440d076756c677b93afef2606534a7c85,0.035283
0x648aac41203df776b746031a812ec6a287931469,0.035283
0x0890ce7b1a5d1e6bec68c0cc9cadeec09ef31d76,0.035283
0xc591b10bebadeb13f48df94bfe75282d32a52389,0.035283
0x9bc1faab7a418c83f12529084706b83ee51bdacd,0.035283
0xf4cff4469f541d88b9cb54a3ce03f27dbf890e7a,0.035283
0xfa304dc9b88f1fd73a3111117f184fd0c821c40f,0.035263
0xfe904ae4a2dfcca42c50607a254ec33d6926cf29,0.035261
0x8968a2ab1bf4e7120316583792965943b90acb64,0.035210
0xb020f0fed0878ea7489f2456b482557723c6d62b,0.035192
0x52ce7939038bd1dd0eacacbbb0b91418dc2f3c2f,0.035016
0x00b6d5dee77b17bb0a4dea1ad66351bf8c72e702,0.034957
0x998527001e40c39cb2f98a3e6cd235331156d95e,0.034940
0x46ff2af9c8c3c4ca90149225785bd09a80eea5a1,0.034930
0xb77241e9c19d2702df24f91f7427539073139fb4,0.034930
0xbac9ef682a9ec7a441cdaaa2b64c890785b6debc,0.034873
0x31336252a9bf45958637deb6f59441b708c4a8a9,0.034842
0x238b20e740103b63ea256618acb63cb59cf4770e,0.034714
0x0b8b2a4996627f9bf106e7b6d9540f1266841957,0.034486
0xfe92b5dea7977d3307add2b5f2c6c6c4313fdccc,0.034394
0x43f3a5974f33a179393903d5b604b2d3c17dcf24,0.034380
0x1c48e034d5975a0e080ea3e427ec4a80c53f29a8,0.034356
0x16d5b231dc27ed5a2b0b80ec4e188314c49b1698,0.034303
0x17795c5bcc5843029b42bfe1b271c4b256625f83,0.034275
0x6c17c421306ee540a742fe62fac165b7b0b5dc23,0.034255
0xa4db5eabdea125e89efe4a1b4f874c4a6eb050f6,0.034206
0x2e339c5a9119262916e34333d0334224fed09d0f,0.034074
0xbf7576c3133ac6dcb3442c85d02452a72492e8c9,0.033982
0x8328d248b779af15e894951853e1a236f3eb7cae,0.033936
0xd988297e9e35001992028c4153eaf1a4de505098,0.033923
0xbb417c6ed30ada0cb9db39896d5b154c77cedf28,0.033893
0x219fcba53dd1df4b7a97ca62fca85c1747286488,0.033844
0x9ebcd8f5b13ff95a217e36e9a42cd976ebf55d84,0.033601
0x9479e40f3eee4804665449cc64320990b7a8d0db,0.033565
0x81ceb8f1ef6cc2e9db87caff466d84c29b931e88,0.033528
0x2b091b59690d3e622a5222bc0ea7c58b996ca683,0.033311
0x98041155398511548e538dc3ed414ba01362d4c7,0.033259
0xc0fcaf4c8c39a168d34250706ac960809ef4cf83,0.033193
0xc7218a147c0e49337f43bcd3db1fc89f7e9bf8db,0.033097
0x31ca56db7d434bcb3a588149acf5d2b615aec477,0.033084
0x80a4f176ba34ca9c9f7a124e3005fa8d3141e010,0.033078
0xb9a71a110b72d4f616e1f9d884df34b4c8860f72,0.033044
0x21b6afe58227df8b558182bbf58b63fac1d1bb59,0.032950
0x9c5ececa4da47c365b12e69efc04645cd300433d,0.032939
0x8a87b5185127746fdceeb34afeb1518f97e252b3,0.032815
0x7f248e4301f5a16b2a8289989584a509f7157845,0.032747
0x04f95a6fbdba2906e483d06bcb7382f2dee8f12a,0.032606
0x03f95fb4c6c679750d75455aa9622433768a5264,0.032547
0x48b94dabe4bc4a0184bda15de1f5ef05c478db1e,0.032403
0x8c5ee5afe1e3ce261e312fc0edc2a4b6f0f49338,0.032329
0xbb4c44cd1cd582c4a3dbb60c956e96f903f6a7ff,0.032316
0xb55443ed4394cf76fd394fb93dfbd90ab143ca30,0.032277
0x0ec09c7f2f848181933673245baa031e16fe6308,0.032251
0x24256eaebfbfa84661e24f0a2722ef7fc81ba4e0,0.032196
0xcad39fea6e655bb4ad50dee2c34279f8e75c7bad,0.032154
0x3d7f42a6bc03ed9dd42b9853ea027eb5c844a36b,0.032068
0xe1f14cb53bf8b16664de3d0b5b24cecea979e67c,0.032020
0x8b31e7e65d1c0c179a9d4be79cfe1c90b2528c4e,0.032020
0x60c118ce329ea66ed2965d64d220fbae7e036851,0.032020
0x3e379f4304319a302a49d5aed685159c81ad8ebc,0.032020
0xa219d7b466dcc7709d1bf42607bae95f68757f8a,0.032020
0x05738fb478553ec90650813deaa816c4cc4066c5,0.032020
0x65459a58148f438d0e8e8408a9a07efecbe1b9e6,0.032020
0x9937f425dcd8a8d569fc05a19d697d995bf5894f,0.032020
0x69e9af83edf0ea708f6faa57ad1fc8711e1b3125,0.032020
0xf15034485c73c40fa7fe79d4a631cb348a095362,0.032020
0x6e6e137b761802be21abc8e0ce4fd271fd5dd68b,0.031836
0x861778d1de9311c50092036ca6ecd440a8ce7556,0.031830
0x336b16f0409e4020358b33c412b0e961f7c7dd3c,0.031810
0xa3293adde8a340fb040ef7948add9f9e8654f72f,0.031787
0xddd292c92c079edba735ece9e9bd46ad8838080b,0.031755
0x1c2d89c73495d40fb1538f64f46efde41db58ce2,0.031739
0x6c4f0a8c8046fc2453ffd4b603e4c5ac76409851,0.031733
0x3d2a0f51f3d30f55bd29115d0708bccf410183f2,0.031731
0x83cef258b27e3a82a9ad21b7e5f22d1f89ac9004,0.031722
0x0d49fcdbcc9ef323dc396b1c1c74c4e686de78ab,0.031718
0xfc8d37cf8a7ab43c95afe76593e681f264dca07c,0.031700
0x469466bafdfb499e9aa2797ee74e2ed0bc615f60,0.031673
0x88a1dfc329402ce2844a4459f269346cc24a3c02,0.031599
0x2102202e25c69f14e0e1a2915cfd5b74db30594a,0.031579
0x35416f530fa2671cc3d0b49523a8ef77d341ea30,0.031437
0x4f0188ee7490146d9e92f35f86e825aabd05ca8d,0.031384
0xd80d17b17462eabf877436921dedce4755ac973c,0.031381
0xc24944665363c92414e334385019113c8cfef358,0.031379
0xc92bd371b7ad68ce965e8c97be9a0f2fbe9bbc32,0.031270
0x70f766a69daa7377169b1748070e93ca5f821418,0.031209
